ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Republican,8/3/2020 12:00:00 AM,$0.58,$0.58,$0.57,$0.57,4
Democratic,8/3/2020 12:00:00 AM,$0.41,$0.42,$0.40,$0.42,72
Republican,8/4/2020 12:00:00 AM,$0.57,$0.60,$0.57,$0.57,52
Democratic,8/4/2020 12:00:00 AM,$0.42,$0.42,$0.40,$0.42,38
Republican,8/5/2020 12:00:00 AM,$0.57,$0.60,$0.57,$0.60,1
Democratic,8/5/2020 12:00:00 AM,$0.42,$0.42,$0.42,$0.42,0
Republican,8/6/2020 12:00:00 AM,$0.60,$0.61,$0.57,$0.60,83
Democratic,8/6/2020 12:00:00 AM,$0.42,$0.44,$0.40,$0.40,276
Republican,8/7/2020 12:00:00 AM,$0.60,$0.63,$0.60,$0.62,247
Democratic,8/7/2020 12:00:00 AM,$0.40,$0.40,$0.38,$0.38,456
Republican,8/8/2020 12:00:00 AM,$0.62,$0.62,$0.62,$0.62,0
Democratic,8/8/2020 12:00:00 AM,$0.38,$0.38,$0.36,$0.36,700
Republican,8/9/2020 12:00:00 AM,$0.62,$0.64,$0.62,$0.64,125
Democratic,8/9/2020 12:00:00 AM,$0.36,$0.38,$0.36,$0.36,146
Republican,8/10/2020 12:00:00 AM,$0.64,$0.66,$0.62,$0.66,371
Democratic,8/10/2020 12:00:00 AM,$0.36,$0.38,$0.35,$0.35,62
Republican,8/11/2020 12:00:00 AM,$0.66,$0.66,$0.61,$0.63,426
Democratic,8/11/2020 12:00:00 AM,$0.35,$0.39,$0.35,$0.39,887
Republican,8/12/2020 12:00:00 AM,$0.63,$0.63,$0.62,$0.63,143
Democratic,8/12/2020 12:00:00 AM,$0.39,$0.39,$0.36,$0.38,165
Republican,8/13/2020 12:00:00 AM,$0.63,$0.63,$0.61,$0.61,533
Democratic,8/13/2020 12:00:00 AM,$0.38,$0.39,$0.38,$0.39,94
Republican,8/14/2020 12:00:00 AM,$0.61,$0.61,$0.60,$0.60,35
Democratic,8/14/2020 12:00:00 AM,$0.39,$0.39,$0.39,$0.39,0
Republican,8/15/2020 12:00:00 AM,$0.60,$0.62,$0.60,$0.61,3
Democratic,8/15/2020 12:00:00 AM,$0.39,$0.39,$0.38,$0.38,60
Republican,8/16/2020 12:00:00 AM,$0.61,$0.62,$0.61,$0.62,1
Democratic,8/16/2020 12:00:00 AM,$0.38,$0.39,$0.38,$0.38,19
Republican,8/17/2020 12:00:00 AM,$0.62,$0.64,$0.62,$0.63,657
Democratic,8/17/2020 12:00:00 AM,$0.38,$0.38,$0.36,$0.37,401
Republican,8/18/2020 12:00:00 AM,$0.63,$0.65,$0.63,$0.65,582
Democratic,8/18/2020 12:00:00 AM,$0.37,$0.37,$0.36,$0.36,763
Republican,8/19/2020 12:00:00 AM,$0.65,$0.65,$0.64,$0.64,624
Democratic,8/19/2020 12:00:00 AM,$0.36,$0.36,$0.35,$0.35,1598
Republican,8/20/2020 12:00:00 AM,$0.64,$0.66,$0.64,$0.64,159
Democratic,8/20/2020 12:00:00 AM,$0.35,$0.36,$0.35,$0.36,425
