date,state,dem_chance
2020-03-15,Montana,0.01
2020-03-16,Montana,0.009000000000000001
2020-03-17,Montana,0.01
2020-03-18,Montana,0.01
2020-03-19,Montana,0.011
2020-03-20,Montana,0.01
2020-03-21,Montana,0.01
2020-03-22,Montana,0.01
2020-03-23,Montana,0.009000000000000001
2020-03-24,Montana,0.008
2020-03-25,Montana,0.008
2020-03-26,Montana,0.008
2020-03-27,Montana,0.006999999999999999
2020-03-28,Montana,0.006999999999999999
2020-03-29,Montana,0.006999999999999999
2020-03-30,Montana,0.006999999999999999
2020-03-31,Montana,0.006999999999999999
2020-04-01,Montana,0.008
2020-04-02,Montana,0.006999999999999999
2020-04-03,Montana,0.008
2020-04-04,Montana,0.008
2020-04-05,Montana,0.009000000000000001
2020-04-06,Montana,0.008
2020-04-07,Montana,0.009000000000000001
2020-04-08,Montana,0.008
2020-04-09,Montana,0.008
2020-04-10,Montana,0.008
2020-04-11,Montana,0.008
2020-04-12,Montana,0.009000000000000001
2020-04-13,Montana,0.008
2020-04-14,Montana,0.008
2020-04-15,Montana,0.006999999999999999
2020-04-16,Montana,0.008
2020-04-17,Montana,0.008
2020-04-18,Montana,0.008
2020-04-19,Montana,0.006999999999999999
2020-04-20,Montana,0.008
2020-04-21,Montana,0.008
2020-04-22,Montana,0.009000000000000001
2020-04-23,Montana,0.01
2020-04-24,Montana,0.01
2020-04-25,Montana,0.011
2020-04-26,Montana,0.011
2020-04-27,Montana,0.009000000000000001
2020-04-28,Montana,0.008
2020-04-29,Montana,0.01
2020-04-30,Montana,0.009000000000000001
2020-05-01,Montana,0.008
2020-05-02,Montana,0.012
2020-05-03,Montana,0.013
2020-05-04,Montana,0.014
2020-05-05,Montana,0.014
2020-05-06,Montana,0.024
2020-05-07,Montana,0.023
2020-05-08,Montana,0.024
2020-05-09,Montana,0.022
2020-05-10,Montana,0.022
2020-05-11,Montana,0.025
2020-05-12,Montana,0.025
2020-05-13,Montana,0.023
2020-05-14,Montana,0.024
2020-05-15,Montana,0.023
2020-05-16,Montana,0.023
2020-05-17,Montana,0.022
2020-05-18,Montana,0.022
2020-05-19,Montana,0.021
2020-05-20,Montana,0.019
2020-05-21,Montana,0.025
2020-05-22,Montana,0.025
2020-05-23,Montana,0.024
2020-05-24,Montana,0.024
2020-05-25,Montana,0.025
2020-05-26,Montana,0.023
2020-05-27,Montana,0.022
2020-05-28,Montana,0.021
2020-05-29,Montana,0.019
2020-05-30,Montana,0.023
2020-05-31,Montana,0.022
2020-06-01,Montana,0.025
2020-06-02,Montana,0.024
2020-06-03,Montana,0.022
2020-06-04,Montana,0.024
2020-06-05,Montana,0.023
2020-06-06,Montana,0.022
2020-06-07,Montana,0.023
2020-06-08,Montana,0.025
2020-06-09,Montana,0.03
2020-06-10,Montana,0.029
2020-06-11,Montana,0.033
2020-06-12,Montana,0.033
2020-06-13,Montana,0.03
2020-06-14,Montana,0.03
2020-06-15,Montana,0.033
2020-06-16,Montana,0.034
2020-06-17,Montana,0.03
2020-06-18,Montana,0.028
2020-06-19,Montana,0.028
2020-06-20,Montana,0.03
2020-06-21,Montana,0.028
2020-06-22,Montana,0.027000000000000003
2020-06-23,Montana,0.027000000000000003
2020-06-24,Montana,0.024
2020-06-25,Montana,0.029
2020-06-26,Montana,0.025
2020-06-27,Montana,0.026
2020-06-28,Montana,0.023
2020-06-29,Montana,0.023
2020-06-30,Montana,0.027000000000000003
2020-07-01,Montana,0.026
2020-07-02,Montana,0.02
2020-07-03,Montana,0.019
2020-07-04,Montana,0.018000000000000002
2020-07-05,Montana,0.018000000000000002
2020-07-06,Montana,0.018000000000000002
2020-07-07,Montana,0.018000000000000002
2020-07-08,Montana,0.018000000000000002
2020-07-09,Montana,0.016
2020-07-10,Montana,0.018000000000000002
2020-07-11,Montana,0.018000000000000002
2020-07-12,Montana,0.018000000000000002
2020-07-13,Montana,0.018000000000000002
2020-07-14,Montana,0.032
2020-07-15,Montana,0.032
2020-07-16,Montana,0.032
2020-07-17,Montana,0.032
2020-07-18,Montana,0.032
2020-07-19,Montana,0.032
2020-07-20,Montana,0.03
2020-07-21,Montana,0.029
2020-07-22,Montana,0.027000000000000003
2020-07-23,Montana,0.029
2020-07-24,Montana,0.026
2020-07-25,Montana,0.024
2020-07-26,Montana,0.024
2020-07-27,Montana,0.022
2020-07-28,Montana,0.028
2020-07-29,Montana,0.023
2020-07-30,Montana,0.026
2020-07-31,Montana,0.027000000000000003
2020-08-01,Montana,0.026
2020-08-02,Montana,0.027000000000000003
2020-08-03,Montana,0.026
2020-08-04,Montana,0.023
2020-08-05,Montana,0.022
2020-08-06,Montana,0.028
2020-08-07,Montana,0.029
2020-08-08,Montana,0.029
2020-08-09,Montana,0.027000000000000003
2020-08-10,Montana,0.025
2020-08-11,Montana,0.023
2020-08-12,Montana,0.023
2020-08-13,Montana,0.022
2020-08-14,Montana,0.022
2020-08-15,Montana,0.023
2020-08-16,Montana,0.018000000000000002
2020-08-17,Montana,0.019
2020-08-18,Montana,0.018000000000000002
2020-08-19,Montana,0.018000000000000002
2020-08-20,Montana,0.015
2020-08-21,Montana,0.015
2020-08-22,Montana,0.017
2020-08-23,Montana,0.019
2020-08-24,Montana,0.019
2020-08-25,Montana,0.019
2020-08-26,Montana,0.019
2020-08-27,Montana,0.015
2020-08-28,Montana,0.016
2020-08-29,Montana,0.013
2020-08-30,Montana,0.013
2020-08-31,Montana,0.013
2020-09-01,Montana,0.013
2020-09-02,Montana,0.014
2020-09-03,Montana,0.013
2020-09-04,Montana,0.012
2020-09-05,Montana,0.011
2020-09-06,Montana,0.013
2020-09-07,Montana,0.015
2020-09-08,Montana,0.014
2020-09-09,Montana,0.014
2020-09-10,Montana,0.014
2020-09-11,Montana,0.012
2020-09-12,Montana,0.01
2020-09-13,Montana,0.011
2020-09-14,Montana,0.011
2020-09-15,Montana,0.01
2020-09-16,Montana,0.014
2020-09-17,Montana,0.015
2020-09-18,Montana,0.014
2020-09-19,Montana,0.013
2020-09-20,Montana,0.013
2020-09-21,Montana,0.011
2020-09-22,Montana,0.01
2020-09-23,Montana,0.011
2020-09-24,Montana,0.012
2020-09-25,Montana,0.012
2020-09-26,Montana,0.012
2020-09-27,Montana,0.012
2020-09-28,Montana,0.011
2020-09-29,Montana,0.013
2020-09-30,Montana,0.013
2020-10-01,Montana,0.015
2020-10-02,Montana,0.011
2020-10-03,Montana,0.011
2020-10-04,Montana,0.013
2020-10-05,Montana,0.014
2020-10-06,Montana,0.014
2020-10-07,Montana,0.016
2020-10-08,Montana,0.016
2020-10-09,Montana,0.015
2020-10-10,Montana,0.018000000000000002
2020-10-11,Montana,0.015
2020-10-12,Montana,0.018000000000000002
2020-10-13,Montana,0.017
2020-10-14,Montana,0.016
2020-10-15,Montana,0.014
2020-10-16,Montana,0.011
2020-10-17,Montana,0.012
2020-10-18,Montana,0.011
2020-10-19,Montana,0.012
2020-10-20,Montana,0.013
2020-10-21,Montana,0.011
2020-10-22,Montana,0.008
2020-10-23,Montana,0.01
2020-10-24,Montana,0.008
2020-10-25,Montana,0.016
2020-10-26,Montana,0.018000000000000002
2020-10-27,Montana,0.024
2020-10-28,Montana,0.023
2020-10-29,Montana,0.015
2020-10-30,Montana,0.016
2020-10-31,Montana,0.014
2020-11-01,Montana,0.01
2020-11-02,Montana,0.01
2020-11-03,Montana,0.017
2020-03-01,Nebraska,0.006
2020-03-02,Nebraska,0.005
2020-03-03,Nebraska,0.005
2020-03-04,Nebraska,0.005
2020-03-05,Nebraska,0.006
2020-03-06,Nebraska,0.006999999999999999
2020-03-07,Nebraska,0.006
2020-03-08,Nebraska,0.004
2020-03-09,Nebraska,0.005
2020-03-10,Nebraska,0.006
2020-03-11,Nebraska,0.005
2020-03-12,Nebraska,0.004
2020-03-13,Nebraska,0.005
2020-03-14,Nebraska,0.005
2020-03-15,Nebraska,0.005
2020-03-16,Nebraska,0.005
2020-03-17,Nebraska,0.006
2020-03-18,Nebraska,0.005
2020-03-19,Nebraska,0.005
2020-03-20,Nebraska,0.005
2020-03-21,Nebraska,0.005
2020-03-22,Nebraska,0.005
2020-03-23,Nebraska,0.004
2020-03-24,Nebraska,0.005
2020-03-25,Nebraska,0.004
2020-03-26,Nebraska,0.004
2020-03-27,Nebraska,0.004
2020-03-28,Nebraska,0.003
2020-03-29,Nebraska,0.003
2020-03-30,Nebraska,0.003
2020-03-31,Nebraska,0.003
2020-04-01,Nebraska,0.003
2020-04-02,Nebraska,0.003
2020-04-03,Nebraska,0.003
2020-04-04,Nebraska,0.004
2020-04-05,Nebraska,0.003
2020-04-06,Nebraska,0.003
2020-04-07,Nebraska,0.003
2020-04-08,Nebraska,0.003
2020-04-09,Nebraska,0.004
2020-04-10,Nebraska,0.004
2020-04-11,Nebraska,0.003
2020-04-12,Nebraska,0.003
2020-04-13,Nebraska,0.005
2020-04-14,Nebraska,0.004
2020-04-15,Nebraska,0.005
2020-04-16,Nebraska,0.005
2020-04-17,Nebraska,0.005
2020-04-18,Nebraska,0.004
2020-04-19,Nebraska,0.004
2020-04-20,Nebraska,0.005
2020-04-21,Nebraska,0.004
2020-04-22,Nebraska,0.005
2020-04-23,Nebraska,0.006
2020-04-24,Nebraska,0.006
2020-04-25,Nebraska,0.006
2020-04-26,Nebraska,0.006
2020-04-27,Nebraska,0.006
2020-04-28,Nebraska,0.005
2020-04-29,Nebraska,0.005
2020-04-30,Nebraska,0.004
2020-05-01,Nebraska,0.004
2020-05-02,Nebraska,0.004
2020-05-03,Nebraska,0.006
2020-05-04,Nebraska,0.006
2020-05-05,Nebraska,0.006999999999999999
2020-05-06,Nebraska,0.005
2020-05-07,Nebraska,0.006
2020-05-08,Nebraska,0.005
2020-05-09,Nebraska,0.005
2020-05-10,Nebraska,0.006
2020-05-11,Nebraska,0.006
2020-05-12,Nebraska,0.006
2020-05-13,Nebraska,0.006
2020-05-14,Nebraska,0.005
2020-05-15,Nebraska,0.005
2020-05-16,Nebraska,0.006
2020-05-17,Nebraska,0.005
2020-05-18,Nebraska,0.005
2020-05-19,Nebraska,0.005
2020-05-20,Nebraska,0.004
2020-05-21,Nebraska,0.006
2020-05-22,Nebraska,0.006
2020-05-23,Nebraska,0.005
2020-05-24,Nebraska,0.005
2020-05-25,Nebraska,0.005
2020-05-26,Nebraska,0.006999999999999999
2020-05-27,Nebraska,0.005
2020-05-28,Nebraska,0.005
2020-05-29,Nebraska,0.005
2020-05-30,Nebraska,0.006
2020-05-31,Nebraska,0.006
2020-06-01,Nebraska,0.006
2020-06-02,Nebraska,0.006
2020-06-03,Nebraska,0.006
2020-06-04,Nebraska,0.006
2020-06-05,Nebraska,0.005
2020-06-06,Nebraska,0.005
2020-06-07,Nebraska,0.006
2020-06-08,Nebraska,0.005
2020-06-09,Nebraska,0.006999999999999999
2020-06-10,Nebraska,0.008
2020-06-11,Nebraska,0.008
2020-06-12,Nebraska,0.008
2020-06-13,Nebraska,0.008
2020-06-14,Nebraska,0.008
2020-06-15,Nebraska,0.006999999999999999
2020-06-16,Nebraska,0.008
2020-06-17,Nebraska,0.008
2020-06-18,Nebraska,0.006999999999999999
2020-06-19,Nebraska,0.006999999999999999
2020-06-20,Nebraska,0.006999999999999999
2020-06-21,Nebraska,0.006999999999999999
2020-06-22,Nebraska,0.006
2020-06-23,Nebraska,0.006
2020-06-24,Nebraska,0.006
2020-06-25,Nebraska,0.006999999999999999
2020-06-26,Nebraska,0.006
2020-06-27,Nebraska,0.006
2020-06-28,Nebraska,0.005
2020-06-29,Nebraska,0.005
2020-06-30,Nebraska,0.006
2020-07-01,Nebraska,0.005
2020-07-02,Nebraska,0.005
2020-07-03,Nebraska,0.005
2020-07-04,Nebraska,0.005
2020-07-05,Nebraska,0.004
2020-07-06,Nebraska,0.004
2020-07-07,Nebraska,0.005
2020-07-08,Nebraska,0.004
2020-07-09,Nebraska,0.004
2020-07-10,Nebraska,0.004
2020-07-11,Nebraska,0.005
2020-07-12,Nebraska,0.004
2020-07-13,Nebraska,0.004
2020-07-14,Nebraska,0.005
2020-07-15,Nebraska,0.005
2020-07-16,Nebraska,0.006
2020-07-17,Nebraska,0.006
2020-07-18,Nebraska,0.006
2020-07-19,Nebraska,0.006
2020-07-20,Nebraska,0.005
2020-07-21,Nebraska,0.005
2020-07-22,Nebraska,0.004
2020-07-23,Nebraska,0.004
2020-07-24,Nebraska,0.004
2020-07-25,Nebraska,0.003
2020-07-26,Nebraska,0.004
2020-07-27,Nebraska,0.003
2020-07-28,Nebraska,0.003
2020-07-29,Nebraska,0.003
2020-07-30,Nebraska,0.002
2020-07-31,Nebraska,0.003
2020-08-01,Nebraska,0.003
2020-08-02,Nebraska,0.003
2020-08-03,Nebraska,0.003
2020-08-04,Nebraska,0.003
2020-08-05,Nebraska,0.002
2020-08-06,Nebraska,0.003
2020-08-07,Nebraska,0.002
2020-08-08,Nebraska,0.002
2020-08-09,Nebraska,0.002
2020-08-10,Nebraska,0.002
2020-08-11,Nebraska,0.001
2020-08-12,Nebraska,0.002
2020-08-13,Nebraska,0.002
2020-08-14,Nebraska,0.001
2020-08-15,Nebraska,0.002
2020-08-16,Nebraska,0.001
2020-08-17,Nebraska,0.001
2020-08-18,Nebraska,0.001
2020-08-19,Nebraska,0.001
2020-08-20,Nebraska,0.001
2020-08-21,Nebraska,0.001
2020-08-22,Nebraska,0.001
2020-08-23,Nebraska,0.001
2020-08-24,Nebraska,0.001
2020-08-25,Nebraska,0.001
2020-08-26,Nebraska,0.002
2020-08-27,Nebraska,0.001
2020-08-28,Nebraska,0.001
2020-08-29,Nebraska,0.001
2020-08-30,Nebraska,0.001
2020-08-31,Nebraska,0.001
2020-09-01,Nebraska,0.001
2020-09-02,Nebraska,0.0
2020-09-03,Nebraska,0.001
2020-09-04,Nebraska,0.001
2020-09-05,Nebraska,0.0
2020-09-06,Nebraska,0.001
2020-09-07,Nebraska,0.001
2020-09-08,Nebraska,0.001
2020-09-09,Nebraska,0.0
2020-09-10,Nebraska,0.001
2020-09-11,Nebraska,0.0
2020-09-12,Nebraska,0.0
2020-09-13,Nebraska,0.0
2020-09-14,Nebraska,0.0
2020-09-15,Nebraska,0.0
2020-09-16,Nebraska,0.001
2020-09-17,Nebraska,0.0
2020-09-18,Nebraska,0.0
2020-09-19,Nebraska,0.0
2020-09-20,Nebraska,0.0
2020-09-21,Nebraska,0.0
2020-09-22,Nebraska,0.0
2020-09-23,Nebraska,0.0
2020-09-24,Nebraska,0.001
2020-09-25,Nebraska,0.001
2020-09-26,Nebraska,0.0
2020-09-27,Nebraska,0.0
2020-09-28,Nebraska,0.0
2020-09-29,Nebraska,0.001
2020-09-30,Nebraska,0.001
2020-10-01,Nebraska,0.001
2020-10-02,Nebraska,0.0
2020-10-03,Nebraska,0.0
2020-10-04,Nebraska,0.001
2020-10-05,Nebraska,0.0
2020-10-06,Nebraska,0.0
2020-10-07,Nebraska,0.001
2020-10-08,Nebraska,0.001
2020-10-09,Nebraska,0.0
2020-10-10,Nebraska,0.001
2020-10-11,Nebraska,0.0
2020-10-12,Nebraska,0.0
2020-10-13,Nebraska,0.0
2020-10-14,Nebraska,0.001
2020-10-15,Nebraska,0.0
2020-10-16,Nebraska,0.0
2020-10-17,Nebraska,0.0
2020-10-18,Nebraska,0.0
2020-10-19,Nebraska,0.0
2020-10-20,Nebraska,0.0
2020-10-21,Nebraska,0.0
2020-10-22,Nebraska,0.0
2020-10-23,Nebraska,0.0
2020-10-24,Nebraska,0.0
2020-10-25,Nebraska,0.0
2020-10-26,Nebraska,0.0
2020-10-27,Nebraska,0.001
2020-10-28,Nebraska,0.0
2020-10-29,Nebraska,0.0
2020-10-30,Nebraska,0.0
2020-10-31,Nebraska,0.0
2020-11-01,Nebraska,0.0
2020-11-02,Nebraska,0.0
2020-11-03,Nebraska,0.0
2020-03-01,Nevada,0.616
2020-03-02,Nevada,0.605
2020-03-03,Nevada,0.604
2020-03-04,Nevada,0.603
2020-03-05,Nevada,0.609
2020-03-06,Nevada,0.614
2020-03-07,Nevada,0.617
2020-03-08,Nevada,0.5670000000000001
2020-03-09,Nevada,0.578
2020-03-10,Nevada,0.561
2020-03-11,Nevada,0.5489999999999999
2020-03-12,Nevada,0.541
2020-03-13,Nevada,0.5720000000000001
2020-03-14,Nevada,0.573
2020-03-15,Nevada,0.58
2020-03-16,Nevada,0.5710000000000001
2020-03-17,Nevada,0.586
2020-03-18,Nevada,0.594
2020-03-19,Nevada,0.583
2020-03-20,Nevada,0.574
2020-03-21,Nevada,0.5770000000000001
2020-03-22,Nevada,0.5770000000000001
2020-03-23,Nevada,0.5770000000000001
2020-03-24,Nevada,0.565
2020-03-25,Nevada,0.5589999999999999
2020-03-26,Nevada,0.5579999999999999
2020-03-27,Nevada,0.573
2020-03-28,Nevada,0.565
2020-03-29,Nevada,0.556
2020-03-30,Nevada,0.579
2020-03-31,Nevada,0.58
2020-04-01,Nevada,0.626
2020-04-02,Nevada,0.637
2020-04-03,Nevada,0.649
2020-04-04,Nevada,0.652
2020-04-05,Nevada,0.655
2020-04-06,Nevada,0.6729999999999999
2020-04-07,Nevada,0.6759999999999999
2020-04-08,Nevada,0.6629999999999999
2020-04-09,Nevada,0.6629999999999999
2020-04-10,Nevada,0.6609999999999999
2020-04-11,Nevada,0.674
2020-04-12,Nevada,0.669
2020-04-13,Nevada,0.69
2020-04-14,Nevada,0.7020000000000001
2020-04-15,Nevada,0.706
2020-04-16,Nevada,0.735
2020-04-17,Nevada,0.737
2020-04-18,Nevada,0.728
2020-04-19,Nevada,0.728
2020-04-20,Nevada,0.7340000000000001
2020-04-21,Nevada,0.741
2020-04-22,Nevada,0.741
2020-04-23,Nevada,0.733
2020-04-24,Nevada,0.731
2020-04-25,Nevada,0.7240000000000001
2020-04-26,Nevada,0.726
2020-04-27,Nevada,0.748
2020-04-28,Nevada,0.735
2020-04-29,Nevada,0.735
2020-04-30,Nevada,0.732
2020-05-01,Nevada,0.727
2020-05-02,Nevada,0.763
2020-05-03,Nevada,0.778
2020-05-04,Nevada,0.795
2020-05-05,Nevada,0.795
2020-05-06,Nevada,0.753
2020-05-07,Nevada,0.7290000000000001
2020-05-08,Nevada,0.733
2020-05-09,Nevada,0.733
2020-05-10,Nevada,0.732
2020-05-11,Nevada,0.7440000000000001
2020-05-12,Nevada,0.7390000000000001
2020-05-13,Nevada,0.73
2020-05-14,Nevada,0.731
2020-05-15,Nevada,0.752
2020-05-16,Nevada,0.752
2020-05-17,Nevada,0.755
2020-05-18,Nevada,0.759
2020-05-19,Nevada,0.753
2020-05-20,Nevada,0.748
2020-05-21,Nevada,0.755
2020-05-22,Nevada,0.7490000000000001
2020-05-23,Nevada,0.7440000000000001
2020-05-24,Nevada,0.7490000000000001
2020-05-25,Nevada,0.745
2020-05-26,Nevada,0.757
2020-05-27,Nevada,0.7490000000000001
2020-05-28,Nevada,0.755
2020-05-29,Nevada,0.754
2020-05-30,Nevada,0.753
2020-05-31,Nevada,0.7509999999999999
2020-06-01,Nevada,0.773
2020-06-02,Nevada,0.777
2020-06-03,Nevada,0.782
2020-06-04,Nevada,0.773
2020-06-05,Nevada,0.777
2020-06-06,Nevada,0.7759999999999999
2020-06-07,Nevada,0.789
2020-06-08,Nevada,0.795
2020-06-09,Nevada,0.794
2020-06-10,Nevada,0.8009999999999999
2020-06-11,Nevada,0.818
2020-06-12,Nevada,0.816
2020-06-13,Nevada,0.8190000000000001
2020-06-14,Nevada,0.818
2020-06-15,Nevada,0.8270000000000001
2020-06-16,Nevada,0.8390000000000001
2020-06-17,Nevada,0.8420000000000001
2020-06-18,Nevada,0.847
2020-06-19,Nevada,0.8440000000000001
2020-06-20,Nevada,0.851
2020-06-21,Nevada,0.848
2020-06-22,Nevada,0.841
2020-06-23,Nevada,0.835
2020-06-24,Nevada,0.8490000000000001
2020-06-25,Nevada,0.845
2020-06-26,Nevada,0.841
2020-06-27,Nevada,0.846
2020-06-28,Nevada,0.8390000000000001
2020-06-29,Nevada,0.843
2020-06-30,Nevada,0.836
2020-07-01,Nevada,0.841
2020-07-02,Nevada,0.838
2020-07-03,Nevada,0.831
2020-07-04,Nevada,0.828
2020-07-05,Nevada,0.8320000000000001
2020-07-06,Nevada,0.8270000000000001
2020-07-07,Nevada,0.8290000000000001
2020-07-08,Nevada,0.828
2020-07-09,Nevada,0.8320000000000001
2020-07-10,Nevada,0.8370000000000001
2020-07-11,Nevada,0.8440000000000001
2020-07-12,Nevada,0.843
2020-07-13,Nevada,0.8340000000000001
2020-07-14,Nevada,0.84
2020-07-15,Nevada,0.86
2020-07-16,Nevada,0.86
2020-07-17,Nevada,0.86
2020-07-18,Nevada,0.856
2020-07-19,Nevada,0.857
2020-07-20,Nevada,0.858
2020-07-21,Nevada,0.861
2020-07-22,Nevada,0.851
2020-07-23,Nevada,0.855
2020-07-24,Nevada,0.856
2020-07-25,Nevada,0.851
2020-07-26,Nevada,0.84
2020-07-27,Nevada,0.841
2020-07-28,Nevada,0.867
2020-07-29,Nevada,0.868
2020-07-30,Nevada,0.8690000000000001
2020-07-31,Nevada,0.871
2020-08-01,Nevada,0.87
2020-08-02,Nevada,0.87
2020-08-03,Nevada,0.863
2020-08-04,Nevada,0.878
2020-08-05,Nevada,0.884
2020-08-06,Nevada,0.872
2020-08-07,Nevada,0.8640000000000001
2020-08-08,Nevada,0.865
2020-08-09,Nevada,0.861
2020-08-10,Nevada,0.8490000000000001
2020-08-11,Nevada,0.8490000000000001
2020-08-12,Nevada,0.862
2020-08-13,Nevada,0.8420000000000001
2020-08-14,Nevada,0.858
2020-08-15,Nevada,0.857
2020-08-16,Nevada,0.85
2020-08-17,Nevada,0.838
2020-08-18,Nevada,0.8390000000000001
2020-08-19,Nevada,0.84
2020-08-20,Nevada,0.852
2020-08-21,Nevada,0.8690000000000001
2020-08-22,Nevada,0.873
2020-08-23,Nevada,0.879
2020-08-24,Nevada,0.888
2020-08-25,Nevada,0.888
2020-08-26,Nevada,0.895
2020-08-27,Nevada,0.879
2020-08-28,Nevada,0.8809999999999999
2020-08-29,Nevada,0.863
2020-08-30,Nevada,0.868
2020-08-31,Nevada,0.858
2020-09-01,Nevada,0.848
2020-09-02,Nevada,0.8590000000000001
2020-09-03,Nevada,0.852
2020-09-04,Nevada,0.857
2020-09-05,Nevada,0.857
2020-09-06,Nevada,0.8540000000000001
2020-09-07,Nevada,0.841
2020-09-08,Nevada,0.84
2020-09-09,Nevada,0.848
2020-09-10,Nevada,0.8370000000000001
2020-09-11,Nevada,0.8370000000000001
2020-09-12,Nevada,0.8240000000000001
2020-09-13,Nevada,0.826
2020-09-14,Nevada,0.828
2020-09-15,Nevada,0.821
2020-09-16,Nevada,0.828
2020-09-17,Nevada,0.82
2020-09-18,Nevada,0.826
2020-09-19,Nevada,0.821
2020-09-20,Nevada,0.821
2020-09-21,Nevada,0.812
2020-09-22,Nevada,0.8170000000000001
2020-09-23,Nevada,0.8079999999999999
2020-09-24,Nevada,0.857
2020-09-25,Nevada,0.851
2020-09-26,Nevada,0.851
2020-09-27,Nevada,0.847
2020-09-28,Nevada,0.8540000000000001
2020-09-29,Nevada,0.857
2020-09-30,Nevada,0.8540000000000001
2020-10-01,Nevada,0.861
2020-10-02,Nevada,0.8370000000000001
2020-10-03,Nevada,0.838
2020-10-04,Nevada,0.851
2020-10-05,Nevada,0.871
2020-10-06,Nevada,0.875
2020-10-07,Nevada,0.879
2020-10-08,Nevada,0.892
2020-10-09,Nevada,0.875
2020-10-10,Nevada,0.882
2020-10-11,Nevada,0.8909999999999999
2020-10-12,Nevada,0.8809999999999999
2020-10-13,Nevada,0.8759999999999999
2020-10-14,Nevada,0.875
2020-10-15,Nevada,0.884
2020-10-16,Nevada,0.8859999999999999
2020-10-17,Nevada,0.884
2020-10-18,Nevada,0.879
2020-10-19,Nevada,0.889
2020-10-20,Nevada,0.906
2020-10-21,Nevada,0.919
2020-10-22,Nevada,0.904
2020-10-23,Nevada,0.907
2020-10-24,Nevada,0.906
2020-10-25,Nevada,0.908
2020-10-26,Nevada,0.917
2020-10-27,Nevada,0.924
2020-10-28,Nevada,0.932
2020-10-29,Nevada,0.93
2020-10-30,Nevada,0.932
2020-10-31,Nevada,0.934
2020-11-01,Nevada,0.933
2020-11-02,Nevada,0.945
2020-11-03,Nevada,0.948
2020-03-01,New Hampshire,0.452
2020-03-02,New Hampshire,0.439
2020-03-03,New Hampshire,0.435
2020-03-04,New Hampshire,0.448
2020-03-05,New Hampshire,0.463
2020-03-06,New Hampshire,0.471
2020-03-07,New Hampshire,0.469
2020-03-08,New Hampshire,0.415
2020-03-09,New Hampshire,0.428
2020-03-10,New Hampshire,0.421
2020-03-11,New Hampshire,0.408
2020-03-12,New Hampshire,0.405
2020-03-13,New Hampshire,0.418
2020-03-14,New Hampshire,0.421
2020-03-15,New Hampshire,0.4270000000000001
2020-03-16,New Hampshire,0.431
2020-03-17,New Hampshire,0.447
2020-03-18,New Hampshire,0.446
2020-03-19,New Hampshire,0.453
2020-03-20,New Hampshire,0.445
2020-03-21,New Hampshire,0.45
2020-03-22,New Hampshire,0.444
2020-03-23,New Hampshire,0.449
2020-03-24,New Hampshire,0.4370000000000001
2020-03-25,New Hampshire,0.423
2020-03-26,New Hampshire,0.419
2020-03-27,New Hampshire,0.417
2020-03-28,New Hampshire,0.417
2020-03-29,New Hampshire,0.418
2020-03-30,New Hampshire,0.418
2020-03-31,New Hampshire,0.422
2020-04-01,New Hampshire,0.44
2020-04-02,New Hampshire,0.446
2020-04-03,New Hampshire,0.461
2020-04-04,New Hampshire,0.457
2020-04-05,New Hampshire,0.458
2020-04-06,New Hampshire,0.474
2020-04-07,New Hampshire,0.474
2020-04-08,New Hampshire,0.467
2020-04-09,New Hampshire,0.465
2020-04-10,New Hampshire,0.465
2020-04-11,New Hampshire,0.469
2020-04-12,New Hampshire,0.471
2020-04-13,New Hampshire,0.486
2020-04-14,New Hampshire,0.476
2020-04-15,New Hampshire,0.48
2020-04-16,New Hampshire,0.504
2020-04-17,New Hampshire,0.517
2020-04-18,New Hampshire,0.509
2020-04-19,New Hampshire,0.506
2020-04-20,New Hampshire,0.508
2020-04-21,New Hampshire,0.51
2020-04-22,New Hampshire,0.544
2020-04-23,New Hampshire,0.562
2020-04-24,New Hampshire,0.569
2020-04-25,New Hampshire,0.574
2020-04-26,New Hampshire,0.5770000000000001
2020-04-27,New Hampshire,0.563
2020-04-28,New Hampshire,0.556
2020-04-29,New Hampshire,0.56
2020-04-30,New Hampshire,0.613
2020-05-01,New Hampshire,0.602
2020-05-02,New Hampshire,0.644
2020-05-03,New Hampshire,0.6679999999999999
2020-05-04,New Hampshire,0.693
2020-05-05,New Hampshire,0.695
2020-05-06,New Hampshire,0.688
2020-05-07,New Hampshire,0.698
2020-05-08,New Hampshire,0.696
2020-05-09,New Hampshire,0.6970000000000001
2020-05-10,New Hampshire,0.7
2020-05-11,New Hampshire,0.706
2020-05-12,New Hampshire,0.7070000000000001
2020-05-13,New Hampshire,0.695
2020-05-14,New Hampshire,0.701
2020-05-15,New Hampshire,0.71
2020-05-16,New Hampshire,0.713
2020-05-17,New Hampshire,0.711
2020-05-18,New Hampshire,0.7140000000000001
2020-05-19,New Hampshire,0.71
2020-05-20,New Hampshire,0.6920000000000001
2020-05-21,New Hampshire,0.738
2020-05-22,New Hampshire,0.721
2020-05-23,New Hampshire,0.722
2020-05-24,New Hampshire,0.722
2020-05-25,New Hampshire,0.721
2020-05-26,New Hampshire,0.721
2020-05-27,New Hampshire,0.71
2020-05-28,New Hampshire,0.7170000000000001
2020-05-29,New Hampshire,0.713
2020-05-30,New Hampshire,0.7240000000000001
2020-05-31,New Hampshire,0.726
2020-06-01,New Hampshire,0.746
