cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,state,tipping,vpi,winstate_inc,winstate_chal,winstate_3rd,voteshare_inc,voteshare_chal,voteshare_3rd,voteshare_other,voteshare_inc_hi,voteshare_chal_hi,voteshare_3rd_hi,voteshare_other_hi,voteshare_inc_lo,voteshare_chal_lo,voteshare_3rd_lo,voteshare_other_lo,margin,margin_hi,margin_lo,win_EC_if_win_state_inc,win_EC_if_win_state_chal,win_state_if_win_EC_inc,win_state_if_win_EC_chal,state_turnout,state_turnout_hi,state_turnout_lo,timestamp,simulations
2020,President,polls-plus,10/3/20,Trump,Biden,,Kentucky,0.0001,0.0073679,0.9868,0.0132,,59.70665,39.12136,,1.171986,65.02087,44.45288,,1.790251,54.36648,33.78761,,0.627532,20.58529,31.20375,9.951027,0.1966457,0.9848485,0.9989704,0.0162252,1935373,2212980,1664888,10/3/20 20:48,40000
2020,President,polls-plus,10/3/20,Trump,Biden,,Kansas,0.000225,0.026544,0.939325,0.060675,,54.60698,43.59428,,1.798742,59.11178,48.11135,,2.768064,50.06506,39.09375,,0.9520472,11.0127,19.95577,1.999521,0.2066111,0.9971158,0.9990991,0.0755094,1208771,1376367,1046548,10/3/20 20:48,40000
2020,President,polls-plus,10/3/20,Trump,Biden,,Iowa,0.0035,0.3130319,0.6632,0.3368,,50.83405,47.85639,,1.309552,55.52656,52.56742,,2.004312,46.11201,43.17153,,0.6991868,2.977661,12.35831,-6.405113,0.2921064,0.998367,0.9972973,0.4196699,1567197,1774364,1363760,10/3/20 20:48,40000
2020,President,polls-plus,10/3/20,Trump,Biden,,Indiana,0.0001,0.0053645,0.959475,0.040525,,55.61079,43.06045,,1.328763,60.05375,47.49102,,2.034239,51.16189,38.60063,,0.7091764,12.55034,21.42122,3.686726,0.2023763,0.9981493,0.9996139,0.0504852,2825742,3206712,2453189,10/3/20 20:48,40000
2020,President,polls-plus,10/3/20,Trump,Biden,,Illinois,0.0005,0.0125545,0.0033,0.9967,,40.49264,58.04292,,1.464444,44.29107,61.85033,,2.245555,36.68804,54.22945,,0.7795482,-17.55028,-9.957617,-25.15947,0.9924242,0.8038527,0.0168597,0.9999688,5608692,6363808,4879137,10/3/20 20:48,40000
2020,President,polls-plus,10/3/20,Trump,Biden,,Idaho,0.0000125,0.0028393,0.9963,0.0037,,61.90079,35.32004,,2.779167,67.2599,40.65284,,4.310306,56.52747,30.03986,,1.452107,26.58075,37.09048,16.00897,0.1949714,1,1,0.0046179,734569.4,845854.5,627140.5,10/3/20 20:48,40000
2020,President,polls-plus,10/3/20,Trump,Biden,,Hawaii,0.0006125,0.2036042,0.010425,0.989575,,32.59825,65.80488,,1.596874,40.44819,73.55217,,2.45225,24.86371,57.93922,,0.8479937,-33.20662,-17.52379,-48.63346,0.4052758,0.8034257,0.0217503,0.9922931,431476.6,495247.5,369718.5,10/3/20 20:48,40000
2020,President,polls-plus,10/3/20,Trump,Biden,,Georgia,0.023575,0.7768126,0.57555,0.42445,,50.1603,49.03818,,0.8015195,54.05227,52.93351,,1.216671,46.25336,45.16096,,0.4333268,1.122115,8.880604,-6.671886,0.3276431,0.9860408,0.9707851,0.5223564,4324422,4892442,3761583,10/3/20 20:48,40000
2020,President,polls-plus,10/3/20,Trump,Biden,,Florida,0.135575,1.896779,0.373225,0.626775,,48.56302,50.63816,,0.7988127,52.84188,54.91899,,1.212502,44.27139,46.36665,,0.4318992,-2.075141,6.460953,-10.64088,0.5002344,0.9875952,0.9611326,0.772567,1.02E+07,1.15E+07,8859474,10/3/20 20:48,40000
2020,President,polls-plus,10/3/20,Trump,Biden,,District of Columbia,0,0,0,1,,7.028213,89.74011,,3.231674,9.149105,92.33699,,5.026894,4.983412,86.98981,,1.680231,-82.7119,-78.17337,-87.10798,,0.801225,0,1,313349.4,394413.5,234732.5,10/3/20 20:48,40000
2020,President,polls-plus,10/3/20,Trump,Biden,,Delaware,0,0,0.000225,0.999775,,37.54778,61.34484,,1.107374,41.50457,65.27756,,1.689996,33.61779,57.37961,,0.593817,-23.79706,-15.90753,-31.63601,0.8888889,0.8013803,0.0010296,0.9999688,457927.3,520388.5,397362.5,10/3/20 20:48,40000
2020,President,polls-plus,10/3/20,Trump,Biden,,Connecticut,0.0006625,0.0576544,0.0062,0.9938,,39.53749,59.60381,,0.8587025,44.3031,64.32002,,1.304945,34.83118,54.80937,,0.4634415,-20.06633,-10.5099,-29.49709,0.8790323,0.8054689,0.0280566,0.9990639,1638260,1852585,1426770,10/3/20 20:48,40000
2020,President,polls-plus,10/3/20,Trump,Biden,,Colorado,0.0264875,1.292145,0.09865,0.90135,,44.22314,53.90702,,1.869844,49.07901,58.70075,,2.879441,39.44297,49.0621,,0.9885842,-9.68388,-0.0604687,-19.20354,0.7389762,0.8609308,0.3752896,0.9685169,2925028,3304911,2551209,10/3/20 20:48,40000
2020,President,polls-plus,10/3/20,Trump,Biden,,California,0.0020375,0.0198999,0.002075,0.997925,,34.14337,63.95531,,1.901315,39.3569,69.14613,,2.928795,28.96938,58.72886,,1.00474,-29.81194,-19.42922,-40.13029,0.5421687,0.801939,0.0057915,0.9988143,1.43E+07,1.63E+07,1.23E+07,10/3/20 20:48,40000
2020,President,polls-plus,10/3/20,Trump,Biden,,Arkansas,0.000125,0.0152713,0.978975,0.021025,,58.89507,39.58222,,1.522719,64.55649,45.26686,,2.336424,53.18307,33.95609,,0.8096801,19.31285,30.58227,7.970184,0.1980898,0.9845422,0.9983269,0.0258354,1141247,1306670,981579,10/3/20 20:48,40000
2020,President,polls-plus,10/3/20,Trump,Biden,,Arizona,0.0510625,2.576165,0.388075,0.611925,,48.32665,50.38363,,1.289715,53.0761,55.13508,,1.973419,43.57883,45.64735,,0.6888666,-2.056977,7.398954,-11.54614,0.4407009,0.9597582,0.8804376,0.7330026,2812791,3180257,2453523,10/3/20 20:48,40000
2020,President,polls-plus,10/3/20,Trump,Biden,,Alaska,0.0017,0.7745555,0.80685,0.19315,,53.0243,44.7492,,2.22651,59.32507,51.08985,,3.438982,46.71704,38.51449,,1.171241,8.275104,20.71988,-4.314713,0.2338105,0.9702304,0.9711712,0.2338919,316341.6,359843.5,274183.5,10/3/20 20:48,40000
2020,President,polls-plus,10/3/20,Trump,Biden,,Alabama,0.0005125,0.0340264,0.97745,0.02255,,59.21857,39.98202,,0.7994102,64.75918,45.59459,,1.213422,53.62903,34.43581,,0.4322143,19.23655,30.2997,8.049362,0.1981176,0.9733925,0.9969112,0.0273956,2144986,2446783,1848535,10/3/20 20:48,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Wyoming,0,0,0.99835,0.00165,,68.34194,28.36732,,3.290738,74.62778,34.62079,,5.106246,61.98741,22.25641,,1.724829,39.97461,52.21703,27.54014,0.2021085,0.9393939,0.9995046,0.0019537,257612,300231.5,216598,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Wisconsin,0.1259625,5.863867,0.184,0.816,,46.57779,52.47273,,0.949475,50.8005,56.66169,,1.440003,42.38721,48.25913,,0.5165492,-5.894937,2.525846,-14.25149,0.8336957,0.9375306,0.7598761,0.964297,3046208,3441603,2656512,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,West Virginia,0.0000625,0.0133918,0.993375,0.006625,,65.92277,32.30217,,1.775065,72.83936,39.22575,,2.722102,58.95896,25.43526,,0.9490116,33.62061,47.39592,19.77547,0.2031458,0.9886792,0.9996285,0.0082561,686235.1,794433.5,582016.5,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Washington,0.0019875,0.0799163,0.00915,0.99085,,37.09509,60.75827,,2.146639,42.80388,66.48508,,3.303192,31.41203,55.0121,,1.141104,-23.66319,-12.26073,-35.01199,0.5874317,0.7968663,0.0266254,0.9952417,3578421,4061905,3109102,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Virginia,0.0149125,0.5002605,0.033775,0.966225,,43.92449,55.06131,,1.014203,47.75906,58.88219,,1.539875,40.10355,51.22364,,0.5508224,-11.13682,-3.494705,-18.7683,0.9393042,0.8189862,0.1571517,0.9974476,4224011,4773232,3682887,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Vermont,0.0004875,0.2158366,0.014,0.986,,33.64409,63.49482,,2.861089,41.23931,70.951,,4.427205,26.1956,55.84066,,1.506854,-29.85073,-14.74778,-44.70771,0.4803571,0.7972363,0.0333127,0.99083,318777.2,364184,274511.5,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Utah,0.0005875,0.0675262,0.96635,0.03365,,56.96819,39.84829,,3.183524,62.69048,45.53189,,4.936563,51.22014,34.19261,,1.670558,17.1199,28.31385,5.838829,0.2079992,0.9739971,0.9956656,0.0413122,1223887,1401183,1051864,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Texas,0.0123125,0.1848032,0.723325,0.276675,,51.4539,47.55981,,0.986289,55.73225,51.8584,,1.496809,47.15174,43.2659,,0.536045,3.894092,12.43849,-4.715778,0.2786783,0.9989157,0.9985139,0.3483645,9465767,1.07E+07,8238665,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Tennessee,0.0006625,0.0352347,0.962325,0.037675,,57.44672,41.47678,,1.076495,62.94711,46.96747,,1.63613,51.9473,35.95998,,0.5837529,15.96994,26.98523,4.979967,0.2091809,0.9847379,0.9971517,0.0467637,2600935,2970008,2243271,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,South Dakota,0.00025,0.0895954,0.974125,0.025875,,59.39474,39.1618,,1.443463,65.5537,45.40025,,2.205179,53.16094,33.00088,,0.7764532,20.23294,32.54039,7.79674,0.2068523,0.9855072,0.9981424,0.0321422,390243.7,445840,336107,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,South Carolina,0.001425,0.0913876,0.8662,0.1338,,53.36585,45.77591,,0.8582426,57.77099,50.1788,,1.299344,48.94812,41.37923,,0.468142,7.589936,16.37399,-1.195852,0.2323655,0.9955157,0.9970279,0.1678956,2212924,2509708,1920685,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Rhode Island,0.000325,0.1002013,0.00655,0.99345,,37.32408,61.28086,,1.395059,43.01777,66.8738,,2.129915,31.736,55.57742,,0.7511367,-23.95678,-12.57853,-35.10123,0.8435115,0.7975489,0.0273684,0.998708,473588.1,537589,411307,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Pennsylvania,0.305425,6.913954,0.199775,0.800225,,47.1321,52.15366,,0.7142416,51.0391,56.03378,,1.077849,43.25766,48.2547,,0.3913264,-5.021558,2.760567,-12.76449,0.8396947,0.9532319,0.8309597,0.9614924,6271158,7082743,5470648,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Oregon,0.0065375,0.4438843,0.0607,0.9393,,41.79715,55.94348,,2.259374,47.55715,61.74993,,3.480022,36.02991,50.16997,,1.199119,-14.14633,-2.720476,-25.64673,0.6033773,0.8191206,0.1814242,0.9698116,2100362,2376701,1832391,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Oklahoma,0.0000125,0.0011734,0.994425,0.005575,,62.60652,36.20095,,1.192525,68.0168,41.63121,,1.815712,57.14002,30.82227,,0.6448725,26.40557,37.18072,15.5049,0.2028559,0.9730942,0.999257,0.0068381,1459432,1681509,1246102,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Ohio,0.0401875,1.005601,0.48665,0.51335,,49.3885,49.62478,,0.9867135,53.61099,53.8862,,1.497463,45.12969,45.38351,,0.5362698,-0.2362796,8.202394,-8.738672,0.4117949,0.9969319,0.9926935,0.645081,5672157,6422654,4937172,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,North Dakota,0.000075,0.0275669,0.991375,0.008625,,60.32734,37.06395,,2.608713,65.81324,42.53694,,4.029356,54.8151,31.63268,,1.378152,23.26338,34.08525,12.40289,0.2035052,0.9855072,0.9993808,0.0107141,343176.7,395500.5,292374.5,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,North Carolina,0.0400875,1.145246,0.467,0.533,,49.35948,49.87777,,0.7627487,53.43449,53.9673,,1.152427,45.28214,45.78857,,0.4172566,-0.5182868,7.627949,-8.667103,0.4167559,0.9859756,0.9640867,0.6624126,4994184,5652711,4348709,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,New York,0.000275,0.0050354,0.00025,0.99975,,35.9826,62.96195,,1.055449,40.32183,67.2103,,1.603568,31.75284,58.61596,,0.5726349,-26.97935,-18.31128,-35.4381,0.6,0.7934484,0.000743,0.9998739,7693053,8748152,6661997,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,New Mexico,0.0087125,1.521153,0.0455,0.9545,,42.45887,55.70866,,1.832469,47.42103,60.63692,,2.811733,37.54584,50.74529,,0.978783,-13.24979,-3.372925,-23.06888,0.7972528,0.8217653,0.1796904,0.9886872,814707.5,921986.5,709449.5,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,New Jersey,0.0061125,0.2210212,0.020675,0.979325,,40.3742,58.79973,,0.8260697,45.75922,64.15382,,1.24981,35.02812,53.41336,,0.4510254,-18.42553,-7.649376,-29.11988,0.6348247,0.802466,0.0650155,0.9905779,3914753,4431432,3405732,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,New Hampshire,0.01745,3.24586,0.2152,0.7848,,45.69685,53.33436,,0.9687933,52.07636,59.64035,,1.469819,39.40018,46.9878,,0.5267802,-7.637518,5.085484,-20.21638,0.612802,0.9057084,0.6532508,0.8959476,765329.4,865021,666382.5,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Nevada,0.032375,3.769016,0.183,0.817,,46.1599,52.24699,,1.593115,50.56351,56.60908,,2.438181,41.77968,47.86234,,0.8544756,-6.087086,2.673237,-14.7829,0.7329235,0.9121787,0.6643963,0.939371,1221929,1379973,1066535,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Nebraska,0.0000125,0.0023154,0.990125,0.009875,,58.25752,39.95911,,1.783377,62.82401,44.57044,,2.731062,53.6484,35.41956,,0.9524033,18.29841,27.36666,9.09675,0.2038631,0.9974684,0.9998761,0.0124157,869714.8,994939,748693,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,NE-3,0,0,0.999675,0.000325,,72.33511,25.39503,,2.269871,78.02641,31.13152,,3.496497,66.51813,19.79844,,1.20451,46.94007,58.16528,35.46995,0.2019156,0.9230769,0.9998761,0.0003781,278151.1,327161.5,231085.5,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,NE-2,0.01055,4.967721,0.32925,0.67075,,47.75753,50.85543,,1.38703,52.42364,55.51902,,2.117434,43.07146,46.17105,,0.7469324,-3.097901,6.2299,-12.41838,0.5237662,0.9533731,0.8542415,0.806044,300269.2,339177.5,261840,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,NE-1,0.0000875,0.0459121,0.9505,0.0495,,55.65304,42.61843,,1.72853,60.50775,47.53071,,2.649542,50.73656,37.78004,,0.9248554,13.03461,22.67912,3.22584,0.2120989,0.9944444,0.9986378,0.062047,288235.8,328551,249183.5,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Montana,0.001225,0.3298296,0.87245,0.12755,,54.08297,43.78905,,2.127989,59.94366,49.66566,,3.273976,48.17767,37.94319,,1.131494,10.29392,21.92727,-1.443043,0.2291249,0.9835359,0.9902167,0.1581269,519346.2,589999,450131,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Missouri,0.0006,0.0311096,0.907875,0.092125,,54.13245,44.48251,,1.385043,58.82423,49.12282,,2.114347,49.48397,39.78174,,0.745892,9.649944,19.01029,0.3796539,0.2218642,0.9951153,0.9977709,0.1155543,2841184,3230340,2463090,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Mississippi,0.003025,0.3542383,0.86315,0.13685,,55.26376,43.9489,,0.7873379,62.04893,50.76701,,1.190236,48.44668,37.16833,,0.4303825,11.31486,24.87623,-2.324965,0.2246713,0.9411765,0.9606192,0.1623495,1217357,1381129,1058098,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Minnesota,0.0380625,1.767702,0.110775,0.889225,,45.25254,53.22744,,1.520016,49.46507,57.45035,,2.324314,41.01797,48.99068,,0.8164018,-7.974906,0.43009,-16.4024,0.8478898,0.873654,0.4652632,0.9792336,3057671,3454824,2663271,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Michigan,0.084225,2.371298,0.122425,0.877575,,45.73573,53.18688,,1.077391,49.85785,57.26124,,1.637515,41.6582,49.05493,,0.5842254,-7.451144,0.7905464,-15.5708,0.9162753,0.8925448,0.5556656,0.9873007,5032898,5691596,4386988,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Massachusetts,0.00025,0.0101223,0.00115,0.99885,,32.98415,65.46516,,1.550688,38.60374,71.02215,,2.372088,27.44365,59.81774,,0.8323851,-32.48102,-21.20997,-43.5692,0.6739131,0.793888,0.003839,0.9995273,3343094,3810266,2890675,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Maryland,0.0003,0.0151678,0.0011,0.9989,,35.00617,63.62494,,1.36889,39.63471,68.22079,,2.089245,30.41619,59.00043,,0.7374315,-28.61876,-19.38778,-37.74625,0.6590909,0.7938482,0.0035913,0.9995273,2807594,3199760,2429415,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Maine,0.0023875,0.4502956,0.1171,0.8829,,43.35944,55.11317,,1.527391,49.74713,61.51596,,2.333867,36.95224,48.72367,,0.8200889,-11.75374,0.9788494,-24.52181,0.6298036,0.8496432,0.3653251,0.9455473,755016.9,853583,658525.5,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,ME-2,0.005825,2.307268,0.48,0.52,,48.89793,49.48126,,1.62081,55.60867,56.26521,,2.481384,42.09507,42.77871,,0.8688837,-0.5833341,12.79623,-14.12101,0.3664063,0.9469231,0.8712074,0.6206592,358254.8,405373.5,311723.5,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,ME-1,0.0001625,0.0583653,0.027875,0.972125,,38.33679,60.22053,,1.442684,45.23804,67.01665,,2.203967,31.55171,53.31326,,0.7760462,-21.88374,-8.110157,-35.43468,0.6035874,0.8047576,0.0833437,0.9861032,395229.5,447755,344012,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Louisiana,0.0019875,0.1429455,0.9057,0.0943,,56.06551,43.06556,,0.8689317,62.27979,49.38448,,1.315811,49.72921,36.8552,,0.4738215,12.99995,25.43308,0.357357,0.2192779,0.9650053,0.9837771,0.1147035,2015312,2290919,1747299,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Kentucky,0.0000875,0.0067408,0.986325,0.013675,,59.65115,39.17142,,1.177425,64.99323,44.54676,,1.792319,54.27686,33.83939,,0.6369301,20.47973,31.13414,9.747465,0.2044711,0.9853747,0.9990093,0.0169849,1934998,2211788,1664512,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Kansas,0.00005,0.0057592,0.94505,0.05495,,54.8016,43.37135,,1.827046,59.32598,47.88588,,2.80326,50.26369,38.8694,,0.9759716,11.43025,20.40253,2.442286,0.2135072,0.9981802,0.9995046,0.0691372,1206740,1375303,1043325,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Iowa,0.0046625,0.4231755,0.640875,0.359125,,50.64158,48.03992,,1.318505,55.37322,52.72481,,2.011011,45.94253,43.30015,,0.7110196,2.60166,12.0423,-6.74147,0.3138677,0.997842,0.9964086,0.4516922,1565651,1772742,1360720,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Indiana,0.0001625,0.0084065,0.964125,0.035875,,55.85864,42.77612,,1.365241,60.33225,47.27899,,2.083576,51.36076,38.29316,,0.7355199,13.08252,22.00188,4.107401,0.209283,0.9972125,0.9995046,0.0450936,2821710,3204382,2449107,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Illinois,0.0009,0.0229702,0.005425,0.994575,,41.12638,57.36367,,1.509953,44.95988,61.17225,,2.308644,37.32955,53.50194,,0.8111555,-16.23728,-8.554722,-23.81697,0.9861751,0.797602,0.0265015,0.9999055,5612516,6365270,4877560,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Idaho,0.0000125,0.0022942,0.99645,0.00355,,61.91476,35.21071,,2.874526,67.29911,40.63206,,4.448416,56.45647,29.89343,,1.513687,26.70406,37.28246,15.96044,0.2025691,0.9929578,0.9998761,0.0044432,734325.8,844732,627210.5,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Hawaii,0.000525,0.1777496,0.01,0.99,,32.43541,65.78323,,1.781362,40.35112,73.50659,,2.731925,24.74989,57.858,,0.9522794,-33.34782,-17.55595,-48.66389,0.4325,0.7956313,0.0214241,0.9928468,432490.9,496014,371079,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Georgia,0.025,0.8209192,0.5758,0.4242,,50.18034,49.01809,,0.8015726,54.10548,52.94184,,1.212131,46.25434,45.09418,,0.4379727,1.162252,8.977634,-6.672359,0.3391803,0.9842055,0.9674304,0.5262495,4317313,4884036,3759376,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Florida,0.11745,1.642167,0.401375,0.598625,,48.79962,50.41418,,0.7862068,53.08029,54.69884,,1.188496,44.51367,46.13126,,0.429779,-1.614558,6.937481,-10.17598,0.4870757,0.9890165,0.968421,0.7462658,1.01E+07,1.15E+07,8839326,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,District of Columbia,0,0,0,1,,5.733218,90.82862,,3.43816,8.435867,93.92139,,5.340158,3.188066,87.52566,,1.799354,-85.09541,-79.38555,-90.49593,,0.79335,0,1,328997.1,413424,245994.5,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Delaware,0.0000625,0.0182114,0.000825,0.999175,,38.29163,60.58957,,1.118809,42.24403,64.49962,,1.701572,34.37558,56.61839,,0.6060656,-22.29794,-14.36748,-30.11344,0.9090909,0.79393,0.0037152,0.9999055,458986.8,521975,397492.5,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Connecticut,0.0006125,0.052384,0.007625,0.992375,,39.84361,59.24534,,0.911052,44.58946,63.99163,,1.380733,35.12193,54.49148,,0.4961808,-19.40174,-9.911884,-28.85104,0.8688524,0.7984633,0.0328173,0.998771,1638396,1856389,1426202,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Colorado,0.02875,1.391578,0.110975,0.889025,,44.47356,53.634,,1.892438,49.31186,58.47651,,2.905456,39.64676,48.78296,,1.009838,-9.160442,0.4918518,-18.82087,0.7398062,0.8606057,0.4066873,0.9643915,2925973,3305967,2552093,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,California,0.0019875,0.0194094,0.002075,0.997925,,34.13951,63.94873,,1.911757,39.36734,69.17288,,2.935663,28.98455,58.67814,,1.019837,-29.80922,-19.35264,-40.15525,0.6024097,0.7941729,0.006192,0.9989601,1.43E+07,1.62E+07,1.23E+07,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Arkansas,0.0005125,0.063116,0.9417,0.0583,,56.39544,42.01924,,1.585319,62.08003,47.74454,,2.426047,50.64297,36.35814,,0.8504182,14.37621,25.70798,2.934137,0.2133376,0.9832761,0.9951703,0.0722569,1152971,1318543,992639,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Arizona,0.0516625,2.611628,0.388475,0.611525,,48.34082,50.36826,,1.290915,53.10899,55.10805,,1.968179,43.61103,45.59493,,0.6965443,-2.027437,7.491428,-11.45648,0.453311,0.9556437,0.872322,0.7366232,2809476,3177043,2449225,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Alaska,0.0021125,0.9336798,0.78685,0.21315,,52.65664,45.10276,,2.240604,58.87829,51.47028,,3.450564,46.32139,38.89787,,1.189476,7.553882,19.90955,-5.109222,0.2482684,0.968684,0.967678,0.2602571,316522.4,359509.5,274373,10/2/20 22:26,40000
2020,President,polls-plus,10/2/20,Trump,Biden,,Alabama,0.000525,0.036049,0.970725,0.029275,,58.52559,40.68029,,0.7941236,64.07993,46.28538,,1.200672,52.94073,35.12781,,0.4340014,17.84531,28.94465,6.669611,0.2069587,0.9666951,0.9951703,0.0356715,2145610,2448117,1850551,10/2/20 22:26,40000
2020,President,polls-plus,10/1/20,Trump,Biden,,Wyoming,0,0,0.9983,0.0017,,68.26888,28.4433,,3.28781,74.58847,34.76959,,5.099141,61.79679,22.23091,,1.721364,39.82558,52.19858,27.2126,0.1964089,0.9411765,0.9994903,0.0020018,257473.1,300248,216376,10/1/20 21:27,40000
2020,President,polls-plus,10/1/20,Trump,Biden,,Wisconsin,0.11215,5.233748,0.173725,0.826275,,46.4085,52.6394,,0.9520993,50.71364,56.92109,,1.444053,42.1409,48.32193,,0.5171821,-6.230907,2.358879,-14.77849,0.8451576,0.9369762,0.7484389,0.9686278,3044087,3440079,2652882,10/1/20 21:27,40000
2020,President,polls-plus,10/1/20,Trump,Biden,,West Virginia,0.0001,0.0204012,0.993175,0.006825,,65.82059,32.39557,,1.783842,72.7413,39.36747,,2.735426,58.85437,25.50761,,0.9523135,33.42501,47.18727,19.54663,0.1973217,0.970696,0.9989805,0.0082888,686249,794614,580674.5,10/1/20 21:27,40000
2020,President,polls-plus,10/1/20,Trump,Biden,,Washington,0.001775,0.0702948,0.00895,0.99105,,36.94709,60.89717,,2.155734,42.7114,66.65778,,3.317071,31.23682,55.09201,,1.144131,-23.95008,-12.40702,-35.33729,0.5782123,0.8027345,0.0263795,0.9953395,3576158,4062503,3106458,10/1/20 21:27,40000
2020,President,polls-plus,10/1/20,Trump,Biden,,Virginia,0.0147125,0.4962166,0.0345,0.9655,,43.85913,55.12396,,1.016906,47.77021,58.9921,,1.543948,39.99677,51.21416,,0.5514326,-11.26483,-3.464043,-18.99097,0.9369565,0.8256085,0.1647764,0.99731,4225147,4772581,3686284,10/1/20 21:27,40000
2020,President,polls-plus,10/1/20,Trump,Biden,,Vermont,0.00035,0.1556884,0.01335,0.98665,,33.56713,63.5663,,2.866567,41.23614,71.06356,,4.434266,26.0923,55.88239,,1.507724,-29.99917,-14.761,-44.91071,0.5,0.8033244,0.0340257,0.9916487,318949.4,364487.5,274801.5,10/1/20 21:27,40000
2020,President,polls-plus,10/1/20,Trump,Biden,,Utah,0.0006,0.0722051,0.96375,0.03625,,56.83137,39.97179,,3.196839,62.61661,45.76215,,4.955354,50.9738,34.27496,,1.675304,16.85957,28.23102,5.328295,0.202594,0.9737931,0.9952848,0.044165,1224293,1402057,1052018,10/1/20 21:27,40000
2020,President,polls-plus,10/1/20,Trump,Biden,,Texas,0.0145125,0.217039,0.700175,0.299825,,51.26821,47.74022,,0.9915756,55.63144,52.05948,,1.504912,46.94088,43.3907,,0.5380529,3.527991,12.23166,-5.114889,0.2796087,0.9986659,0.997961,0.3746207,9468735,1.07E+07,8242739,10/1/20 21:27,40000
